year,season,fishery,area,catch
1953,2,11,5,0
1954,2,11,5,0
1955,2,11,5,0
1956,2,11,5,0
1957,2,11,5,0
1958,2,11,5,0
1959,2,11,5,0
1960,2,11,5,0
1961,2,11,5,0
1962,2,11,5,0
1963,2,11,5,0
1964,2,11,5,0
1965,2,11,5,0
1966,2,11,5,0
1967,2,11,5,0
1968,2,11,5,0
1969,2,11,5,0
1970,2,11,5,0
1971,2,11,5,0
1972,2,11,5,0
1973,2,11,5,0
1974,2,11,5,0
1975,2,11,5,0
1976,2,11,5,0
1977,2,11,5,0
1978,2,11,5,0
1979,2,11,5,0
1980,2,11,5,0
1981,2,11,5,0
1982,2,11,5,0
1983,2,11,5,0
1984,2,11,5,0
1985,2,11,5,0
1986,2,11,5,0
1987,2,11,5,18.6998
1988,2,11,5,8.53555
1989,2,11,5,17.6083
1990,2,11,5,5.8829
1991,2,11,5,6.01129
1992,2,11,5,8.90274
1993,2,11,5,8.64637
1994,2,11,5,45.4475
1995,2,11,5,64.0984
1996,2,11,5,140.442
1997,2,11,5,365.966
1998,2,11,5,418.944
1999,2,11,5,350.229
2000,2,11,5,287.351
2001,2,11,5,679.978
2002,2,11,5,474.972
2003,2,11,5,568.175
2004,2,11,5,530.199
2005,2,11,5,456.462
2006,2,11,5,310.416
2007,2,11,5,348.902
2008,2,11,5,502.979
2009,2,11,5,300.585
2010,2,11,5,258.54
2011,2,11,5,152.347
2012,2,11,5,209.594
2013,2,11,5,173.824
2014,2,11,5,203.534
2015,2,11,5,345.299
2016,2,11,5,298.188
2017,2,11,5,195.716
2018,2,11,5,129.028
2019,2,11,5,135.557
2020,2,11,5,123.01
2021,2,11,5,158.709
2022,2,11,5,149.345
2023,2,11,5,99.4095
2024,2,11,5,120.009
1952,2,12,1,259.758
1953,2,12,1,154.749
1954,2,12,1,89.988
1955,2,12,1,71.229
1956,2,12,1,226.98
1957,2,12,1,12.291
1958,2,12,1,12.003
1959,2,12,1,8.985
1960,2,12,1,14.52
1961,2,12,1,15.741
1962,2,12,1,43.197
1963,2,12,1,1.509
1964,2,12,1,57.717
1965,2,12,1,50.241
1966,2,12,1,2.229
1967,2,12,1,15.021
1968,2,12,1,45.783
1969,2,12,1,12.003
1970,2,12,1,21.276
1971,2,12,1,48.076
1972,2,12,1,20.588
1973,2,12,1,7.308
1974,2,12,1,42.055
1975,2,12,1,53.321
1976,2,12,1,75.681
1977,2,12,1,110.417
1978,2,12,1,226.039
1979,2,12,1,104.415
1980,2,12,1,134
1981,2,12,1,80.389
1982,2,12,1,76.746
1983,2,12,1,97.009
1984,2,12,1,90.741
1985,2,12,1,439.451
1986,2,12,1,447.535
1987,2,12,1,371.392
1988,2,12,1,264.565
1989,2,12,1,430.364
1990,2,12,1,342.38
1991,2,12,1,548.795
1992,2,12,1,338.082
1993,2,12,1,306.767
1994,2,12,1,560.477
1995,2,12,1,899.314
1996,2,12,1,451.166
1997,2,12,1,718.103
1998,2,12,1,338.619
1999,2,12,1,620.606
2000,2,12,1,979.647
2001,2,12,1,618.567
2002,2,12,1,278.719
2003,2,12,1,264.633
2004,2,12,1,929.748
2005,2,12,1,373.746
2006,2,12,1,757.811
2007,2,12,1,1379
2008,2,12,1,128.848
2009,2,12,1,226.94
2010,2,12,1,176.479
2011,2,12,1,238.298
2012,2,12,1,233.041
2013,2,12,1,353.126
2014,2,12,1,482.174
2015,2,12,1,252.05
2016,2,12,1,90.578
2017,2,12,1,178.535
2018,2,12,1,316.901
2019,2,12,1,69.107
2020,2,12,1,85.543
2021,2,12,1,200.763
2022,2,12,1,135.404
2023,2,12,1,1828.77
2024,2,12,1,471.4
1952,2,13,1,1911.27
1953,2,13,1,2184.28
1954,2,13,1,1911.27
1955,2,13,1,3640.48
1956,2,13,1,4004.54
1957,2,13,1,4732.64
1958,2,13,1,3822.56
1959,2,13,1,1547.22
1960,2,13,1,863.101
1961,2,13,1,1035.74
1962,2,13,1,460.333
1963,2,13,1,1035.74
1964,2,13,1,657.68
1965,2,13,1,721.551
1966,2,13,1,637.559
1967,2,13,1,1612.86
1968,2,13,1,1307.34
1969,2,13,1,1382.51
1970,2,13,1,1311.59
1971,2,13,1,768.46
1972,2,13,1,328.256
1973,2,13,1,439.755
1974,2,13,1,382.547
1975,2,13,1,520.09
1976,2,13,1,1777.28
1977,2,13,1,1754.64
1978,2,13,1,2013.76
1979,2,13,1,1274.35
1980,2,13,1,1065.15
1981,2,13,1,1256.44
1982,2,13,1,1970.36
1983,2,13,1,2236.12
1984,2,13,1,1368.57
1985,2,13,1,2175.68
1986,2,13,1,1245.02
1987,2,13,1,1457.38
1988,2,13,1,1800.86
1989,2,13,1,2032.19
1990,2,13,1,1655.49
1991,2,13,1,673.456
1992,2,13,1,427.316
1993,2,13,1,820.564
1994,2,13,1,967.396
1995,2,13,1,1729.94
1996,2,13,1,1093.38
1997,2,13,1,1460.51
1998,2,13,1,773.627
1999,2,13,1,642.931
2000,2,13,1,998.987
2001,2,13,1,748.54
2002,2,13,1,1103.28
2003,2,13,1,526.739
2004,2,13,1,2099.52
2005,2,13,1,920.871
2006,2,13,1,1887.52
2007,2,13,1,925.439
2008,2,13,1,662.337
2009,2,13,1,944.913
2010,2,13,1,1481.12
2011,2,13,1,988.117
2012,2,13,1,1046.57
2013,2,13,1,1477.17
2014,2,13,1,1340.22
2015,2,13,1,430.795
2016,2,13,1,551.284
2017,2,13,1,720.578
2018,2,13,1,974.282
2019,2,13,1,71.624
2020,2,13,1,473.896
2021,2,13,1,721.532
2022,2,13,1,713.032
2023,2,13,1,1129.24
2024,2,13,1,1354.54
1952,2,14,2,0
1953,2,14,2,0
1954,2,14,2,0
1955,2,14,2,0
1956,2,14,2,0
1957,2,14,2,0
1958,2,14,2,0
1959,2,14,2,0
1960,2,14,2,0
1961,2,14,2,0
1962,2,14,2,0
1963,2,14,2,0
1964,2,14,2,0
1965,2,14,2,0
1966,2,14,2,0
1967,2,14,2,0
1968,2,14,2,0
1969,2,14,2,0
1970,2,14,2,0
1971,2,14,2,0
1972,2,14,2,0
1973,2,14,2,0
1974,2,14,2,0
1975,2,14,2,0
1976,2,14,2,0
1977,2,14,2,0
1978,2,14,2,0
1979,2,14,2,0
1980,2,14,2,0
1981,2,14,2,0
1982,2,14,2,0
1983,2,14,2,0
1984,2,14,2,21.999
1985,2,14,2,24
1986,2,14,2,24.999
1987,2,14,2,28.251
1988,2,14,2,33.501
1989,2,14,2,36.501
1990,2,14,2,41.751
1991,2,14,2,42.75
1992,2,14,2,48.999
1993,2,14,2,45
1994,2,14,2,50.001
1995,2,14,2,53.25
1996,2,14,2,82.5
1997,2,14,2,61.5
1998,2,14,2,81
1999,2,14,2,77.001
2000,2,14,2,81.999
2001,2,14,2,75.249
2002,2,14,2,72.501
2003,2,14,2,74.001
2004,2,14,2,97.251
2005,2,14,2,20.751
2006,2,14,2,21.501
2007,2,14,2,18.501
2008,2,14,2,26.499
2009,2,14,2,38.751
2010,2,14,2,54.501
2011,2,14,2,111
2012,2,14,2,307.749
2013,2,14,2,117.75
2014,2,14,2,519.75
2015,2,14,2,705.999
2016,2,14,2,471.501
2017,2,14,2,115.749
2018,2,14,2,158.499
2019,2,14,2,171
2020,2,14,2,189
2021,2,14,2,234
2022,2,14,2,210
2023,2,14,2,210
2024,2,14,2,3630
1952,2,15,2,0
1953,2,15,2,0
1954,2,15,2,0
1955,2,15,2,0
1956,2,15,2,0
1957,2,15,2,0
1958,2,15,2,0
1959,2,15,2,0
1960,2,15,2,0
1961,2,15,2,0
1962,2,15,2,0
1963,2,15,2,0
1964,2,15,2,0
1965,2,15,2,0
1966,2,15,2,0
1967,2,15,2,0
1968,2,15,2,0
1969,2,15,2,0
1970,2,15,2,29.754
1971,2,15,2,33.249
1972,2,15,2,34.5
1973,2,15,2,41.256
1974,2,15,2,47.754
1975,2,15,2,48.756
1976,2,15,2,41.256
1977,2,15,2,58.254
1978,2,15,2,35.256
1979,2,15,2,45.249
1980,2,15,2,41.256
1981,2,15,2,45.498
1982,2,15,2,42
1983,2,15,2,45.756
1984,2,15,2,43.749
1985,2,15,2,50.256
1986,2,15,2,51
1987,2,15,2,37.254
1988,2,15,2,45.249
1989,2,15,2,49.254
1990,2,15,2,69.498
1991,2,15,2,82.002
1992,2,15,2,34.254
1993,2,15,2,37.254
1994,2,15,2,67.749
1995,2,15,2,78.498
1996,2,15,2,78.498
1997,2,15,2,132.756
1998,2,15,2,100.254
1999,2,15,2,43.749
2000,2,15,2,127.5
2001,2,15,2,87.249
2002,2,15,2,84
2003,2,15,2,118.002
2004,2,15,2,65.754
2005,2,15,2,167.502
2006,2,15,2,138.756
2007,2,15,2,130.254
2008,2,15,2,159.249
2009,2,15,2,82.5
2010,2,15,2,70.998
2011,2,15,2,56.256
2012,2,15,2,127.002
2013,2,15,2,191.754
2014,2,15,2,178.254
2015,2,15,2,185.754
2016,2,15,2,212.502
2017,2,15,2,323.502
2018,2,15,2,117
2019,2,15,2,243.756
2020,2,15,2,261
2021,2,15,2,141
2022,2,15,2,156
2023,2,15,2,186
2024,2,15,2,600
1952,2,16,2,0
1953,2,16,2,0
1954,2,16,2,0
1955,2,16,2,0
1956,2,16,2,0
1957,2,16,2,0
1958,2,16,2,0
1959,2,16,2,0
1960,2,16,2,0
1961,2,16,2,0
1962,2,16,2,0
1963,2,16,2,0
1964,2,16,2,0
1965,2,16,2,0
1966,2,16,2,0
1967,2,16,2,0
1968,2,16,2,0
1969,2,16,2,0
1970,2,16,2,0
1971,2,16,2,0
1972,2,16,2,0
1973,2,16,2,3.3
1974,2,16,2,2.9
1975,2,16,2,0
1976,2,16,2,12.729
1977,2,16,2,18.202
1978,2,16,2,29.013
1979,2,16,2,49.496
1980,2,16,2,216.252
1981,2,16,2,246.999
1982,2,16,2,275.037
1983,2,16,2,304.627
1984,2,16,2,336.73
1985,2,16,2,359.238
1986,2,16,2,375.938
1987,2,16,2,425.007
1988,2,16,2,505.185
1989,2,16,2,547.05
1990,2,16,2,639.719
1991,2,16,2,641.769
1992,2,16,2,738.294
1993,2,16,2,692.76
1994,2,16,2,752.718
1995,2,16,2,799.092
1996,2,16,2,1245.08
1997,2,16,2,923.74
1998,2,16,2,1218.22
1999,2,16,2,1156.32
2000,2,16,2,1230.27
2001,2,16,2,1132.04
2002,2,16,2,1088.06
2003,2,16,2,1109.76
2004,2,16,2,1467.26
2005,2,16,2,1379.29
2006,2,16,2,1490.21
2007,2,16,2,1320.49
2008,2,16,2,1905.07
2009,2,16,2,1581.96
2010,2,16,2,1161.31
2011,2,16,2,827.037
2012,2,16,2,454.278
2013,2,16,2,646.94
2014,2,16,2,521.907
2015,2,16,2,1226.56
2016,2,16,2,729.774
2017,2,16,2,204.723
2018,2,16,2,686.037
2019,2,16,2,240.705
2020,2,16,2,163.785
2021,2,16,2,140.467
2022,2,16,2,160.286
2023,2,16,2,213.793
2024,2,16,2,212.541
1952,2,17,2,0
1953,2,17,2,0
1954,2,17,2,0
1955,2,17,2,0
1956,2,17,2,0
1957,2,17,2,0
1958,2,17,2,0
1959,2,17,2,0
1960,2,17,2,0
1961,2,17,2,0
1962,2,17,2,0
1963,2,17,2,0
1964,2,17,2,0
1965,2,17,2,0
1966,2,17,2,0
1967,2,17,2,0
1968,2,17,2,0
1969,2,17,2,0
1970,2,17,2,0
1971,2,17,2,0
1972,2,17,2,0
1973,2,17,2,0
1974,2,17,2,0
1975,2,17,2,0
1976,2,17,2,0
1977,2,17,2,0
1978,2,17,2,0
1979,2,17,2,0
1980,2,17,2,1.7
1981,2,17,2,10.23
1982,2,17,2,7.4
1983,2,17,2,17.64
1984,2,17,2,19.2
1985,2,17,2,16.14
1986,2,17,2,37.059
1987,2,17,2,70.437
1988,2,17,2,30.949
1989,2,17,2,113.718
1990,2,17,2,36.54
1991,2,17,2,37.32
1992,2,17,2,42.93
1993,2,17,2,39.3
1994,2,17,2,43.62
1995,2,17,2,46.47
1996,2,17,2,72.11
1997,2,17,2,53.67
1998,2,17,2,70.84
1999,2,17,2,67.23
2000,2,17,2,71.56
2001,2,17,2,65.82
2002,2,17,2,63.27
2003,2,17,2,64.54
2004,2,17,2,85
2005,2,17,2,57.72
2006,2,17,2,62.67
2007,2,17,2,49.38
2008,2,17,2,79.68
2009,2,17,2,109.35
2010,2,17,2,76.44
2011,2,17,2,65.49
2012,2,17,2,72.77
2013,2,17,2,169.02
2014,2,17,2,77.04
2015,2,17,2,76.83
2016,2,17,2,119.19
2017,2,17,2,40.18
2018,2,17,2,49.06
2019,2,17,2,52.16
2020,2,17,2,88.218
2021,2,17,2,53.025
2022,2,17,2,111.829
2023,2,17,2,104.895
2024,2,17,2,91.278
1952,2,18,2,0
1953,2,18,2,0
1954,2,18,2,0
1955,2,18,2,0
1956,2,18,2,0
1957,2,18,2,0
1958,2,18,2,0
1959,2,18,2,0
1960,2,18,2,0
1961,2,18,2,0
1962,2,18,2,0
1963,2,18,2,0
1964,2,18,2,0
1965,2,18,2,0
1966,2,18,2,0
1967,2,18,2,0
1968,2,18,2,0
1969,2,18,2,0
1970,2,18,2,49.518
1971,2,18,2,51.996
1972,2,18,2,55.986
1973,2,18,2,65.394
1974,2,18,2,75.894
1975,2,18,2,76.608
1976,2,18,2,69.006
1977,2,18,2,118.398
1978,2,18,2,55.986
1979,2,18,2,71.82
1980,2,18,2,65.982
1981,2,18,2,166.404
1982,2,18,2,181.482
1983,2,18,2,219.786
1984,2,18,2,214.284
1985,2,18,2,183.582
1986,2,18,2,179.886
1987,2,18,2,179.382
1988,2,18,2,175.812
1989,2,18,2,203.616
1990,2,18,2,286.398
1991,2,18,2,262.92
1992,2,18,2,199.08
1993,2,18,2,113.61
1994,2,18,2,221.088
1995,2,18,2,282.618
1996,2,18,2,266.126
1997,2,18,2,465.178
1998,2,18,2,547.68
1999,2,18,2,270.018
2000,2,18,2,476.616
2001,2,18,2,386.61
2002,2,18,2,315.49
2003,2,18,2,436.212
2004,2,18,2,577.797
2005,2,18,2,742.184
2006,2,18,2,723.282
2007,2,18,2,696.486
2008,2,18,2,680.91
2009,2,18,2,428.904
2010,2,18,2,252.084
2011,2,18,2,123.606
2012,2,18,2,154.21
2013,2,18,2,119.49
2014,2,18,2,119.49
2015,2,18,2,247.254
2016,2,18,2,108.234
2017,2,18,2,263.508
2018,2,18,2,512.274
2019,2,18,2,622.272
2020,2,18,2,53.046
2021,2,18,2,44.28
2022,2,18,2,19.503
2023,2,18,2,166.329
2024,2,18,2,60.426
1952,2,19,2,0
1953,2,19,2,0
1954,2,19,2,0
1955,2,19,2,0
1956,2,19,2,0
1957,2,19,2,0
1958,2,19,2,0
1959,2,19,2,0
1960,2,19,2,0
1961,2,19,2,0
1962,2,19,2,0
1963,2,19,2,0
1964,2,19,2,0
1965,2,19,2,0
1966,2,19,2,0
1967,2,19,2,0
1968,2,19,2,0
1969,2,19,2,0
1970,2,19,2,0
1971,2,19,2,0
1972,2,19,2,0
1973,2,19,2,0
1974,2,19,2,0
1975,2,19,2,20.337
1976,2,19,2,0
1977,2,19,2,93.482
1978,2,19,2,256.112
1979,2,19,2,284.566
1980,2,19,2,120.744
1981,2,19,2,513.216
1982,2,19,2,7.473
1983,2,19,2,488.659
1984,2,19,2,1132.97
1985,2,19,2,577.388
1986,2,19,2,431.167
1987,2,19,2,240.204
1988,2,19,2,810.122
1989,2,19,2,869.929
1990,2,19,2,122.465
1991,2,19,2,1046.22
1992,2,19,2,73.937
1993,2,19,2,103.448
1994,2,19,2,141.15
1995,2,19,2,1117.01
1996,2,19,2,290.052
1997,2,19,2,37.083
1998,2,19,2,0
1999,2,19,2,48.117
2000,2,19,2,18.941
2001,2,19,2,63.198
2002,2,19,2,21.846
2003,2,19,2,429.96
2004,2,19,2,39.422
2005,2,19,2,98.115
2006,2,19,2,228.339
2007,2,19,2,18.495
2008,2,19,2,108.221
2009,2,19,2,0
2010,2,19,2,0
2011,2,19,2,0
2012,2,19,2,38.232
2013,2,19,2,28.108
2014,2,19,2,52.062
2015,2,19,2,0
2016,2,19,2,35.161
2017,2,19,2,77.728
2018,2,19,2,40.542
2019,2,19,2,54.595
2020,2,19,2,16.908
2021,2,19,2,16.228
2022,2,19,2,31.362
2023,2,19,2,2.135
2024,2,19,2,257.395
1952,2,20,2,0
1953,2,20,2,0
1954,2,20,2,0
1955,2,20,2,0
1956,2,20,2,0
1957,2,20,2,0
1958,2,20,2,0
1959,2,20,2,0
1960,2,20,2,0
1961,2,20,2,0
1962,2,20,2,0
1963,2,20,2,0
1964,2,20,2,0
1965,2,20,2,0
1966,2,20,2,0
1967,2,20,2,0
1968,2,20,2,0
1969,2,20,2,0
1970,2,20,2,0
1971,2,20,2,0
1972,2,20,2,0
1973,2,20,2,0
1974,2,20,2,0
1975,2,20,2,0
1976,2,20,2,0
1977,2,20,2,0
1978,2,20,2,0
1979,2,20,2,3.639
1980,2,20,2,5.907
1981,2,20,2,0
1982,2,20,2,0
1983,2,20,2,49.969
1984,2,20,2,57.741
1985,2,20,2,16.416
1986,2,20,2,61.141
1987,2,20,2,3.954
1988,2,20,2,5.991
1989,2,20,2,43.226
1990,2,20,2,31.349
1991,2,20,2,312.565
1992,2,20,2,3.558
1993,2,20,2,11.545
1994,2,20,2,12.203
1995,2,20,2,4.091
1996,2,20,2,27.431
1997,2,20,2,0
1998,2,20,2,0
1999,2,20,2,21.953
2000,2,20,2,32.356
2001,2,20,2,29.602
2002,2,20,2,31.331
2003,2,20,2,247.84
2004,2,20,2,54.112
2005,2,20,2,32.715
2006,2,20,2,47.904
2007,2,20,2,48.648
2008,2,20,2,41.79
2009,2,20,2,31.201
2010,2,20,2,27.65
2011,2,20,2,63.732
2012,2,20,2,86.174
2013,2,20,2,86.258
2014,2,20,2,192.078
2015,2,20,2,118.72
2016,2,20,2,306.15
2017,2,20,2,330.709
2018,2,20,2,395.934
2019,2,20,2,80.113
2020,2,20,2,112.599
2021,2,20,2,110.528
2022,2,20,2,30.692
2023,2,20,2,59.769
2024,2,20,2,53.478
1952,2,21,2,0
1953,2,21,2,0
1954,2,21,2,0
1955,2,21,2,0
1956,2,21,2,0
1957,2,21,2,0
1958,2,21,2,0
1959,2,21,2,0
1960,2,21,2,0
1961,2,21,2,0
1962,2,21,2,0
1963,2,21,2,0
1964,2,21,2,0
1965,2,21,2,0
1966,2,21,2,0
1967,2,21,2,0
1968,2,21,2,0
1969,2,21,2,0
1970,2,21,2,137.505
1971,2,21,2,142.5
1972,2,21,2,225
1973,2,21,2,255
1974,2,21,2,254.253
1975,2,21,2,276.495
1976,2,21,2,188.253
1977,2,21,2,256.752
1978,2,21,2,205.752
1979,2,21,2,286.995
1980,2,21,2,180.612
1981,2,21,2,284.265
1982,2,21,2,293.445
1983,2,21,2,326.868
1984,2,21,2,452.319
1985,2,21,2,487.608
1986,2,21,2,637.017
1987,2,21,2,714.993
1988,2,21,2,814.449
1989,2,21,2,1085.71
1990,2,21,2,755.734
1991,2,21,2,772.677
1992,2,21,2,888.564
1993,2,21,2,813.714
1994,2,21,2,902.613
1995,2,21,2,962.073
1996,2,21,2,1492.9
1997,2,21,2,1110.83
1998,2,21,2,1466.73
1999,2,21,2,1391.97
2000,2,21,2,1481
2001,2,21,2,1362.65
2002,2,21,2,1309.72
2003,2,21,2,1336.18
2004,2,21,2,1759.3
2005,2,21,2,376.032
2006,2,21,2,416.142
2007,2,21,2,372.615
2008,2,21,2,535.773
2009,2,21,2,756.472
2010,2,21,2,555.611
2011,2,21,2,1043.07
2012,2,21,2,2553.57
2013,2,21,2,3109.22
2014,2,21,2,2988.98
2015,2,21,2,2583.87
2016,2,21,2,4473.88
2017,2,21,2,1836
2018,2,21,2,2424.18
2019,2,21,2,2898.7
2020,2,21,2,4113.27
2021,2,21,2,4019.68
2022,2,21,2,5236.9
2023,2,21,2,6582.73
2024,2,21,2,6226.81
1952,2,22,2,0
1953,2,22,2,0
1954,2,22,2,0
1955,2,22,2,0
1956,2,22,2,0
1957,2,22,2,0
1958,2,22,2,0
1959,2,22,2,0
1960,2,22,2,0
1961,2,22,2,0
1962,2,22,2,0
1963,2,22,2,0
1964,2,22,2,0
1965,2,22,2,0
1966,2,22,2,0
1967,2,22,2,0
1968,2,22,2,0
1969,2,22,2,0
1970,2,22,2,636.987
1971,2,22,2,707.751
1972,2,22,2,738.498
1973,2,22,2,881.136
1974,2,22,2,1024.12
1975,2,22,2,1043.68
1976,2,22,2,886.269
1977,2,22,2,1287.1
1978,2,22,2,780.747
1979,2,22,2,884.871
1980,2,22,2,861.746
1981,2,22,2,1095.81
1982,2,22,2,971.25
1983,2,22,2,1198.19
1984,2,22,2,1140.98
1985,2,22,2,1276.67
1986,2,22,2,1202.33
1987,2,22,2,960.393
1988,2,22,2,1095.95
1989,2,22,2,1211.9
1990,2,22,2,1755.56
1991,2,22,2,1957.6
1992,2,22,2,971.907
1993,2,22,2,855.909
1994,2,22,2,1470.65
1995,2,22,2,1641.38
1996,2,22,2,1618.87
1997,2,22,2,1562.27
1998,2,22,2,1831.07
1999,2,22,2,1454.29
2000,2,22,2,1848.12
2001,2,22,2,1595.15
2002,2,22,2,1585.97
2003,2,22,2,2157.02
2004,2,22,2,2374.96
2005,2,22,2,2008.56
2006,2,22,2,2184.43
2007,2,22,2,2254.7
2008,2,22,2,2084.07
2009,2,22,2,1452.07
2010,2,22,2,873.906
2011,2,22,2,480.402
2012,2,22,2,655.807
2013,2,22,2,401.675
2014,2,22,2,547.373
2015,2,22,2,360.507
2016,2,22,2,430.839
2017,2,22,2,542.017
2018,2,22,2,308.838
2019,2,22,2,421.077
2020,2,22,2,540.576
2021,2,22,2,276
2022,2,22,2,378
2023,2,22,2,801.219
2024,2,22,2,364.371
1952,2,23,2,0
1953,2,23,2,0
1954,2,23,2,0
1955,2,23,2,0
1956,2,23,2,0
1957,2,23,2,0
1958,2,23,2,0
1959,2,23,2,0
1960,2,23,2,0
1961,2,23,2,0
1962,2,23,2,0
1963,2,23,2,0
1964,2,23,2,0
1965,2,23,2,0
1966,2,23,2,0
1967,2,23,2,0
1968,2,23,2,0
1969,2,23,2,0
1970,2,23,2,0
1971,2,23,2,0
1972,2,23,2,0
1973,2,23,2,0
1974,2,23,2,0
1975,2,23,2,0
1976,2,23,2,0
1977,2,23,2,0
1978,2,23,2,0
1979,2,23,2,0
1980,2,23,2,0
1981,2,23,2,0
1982,2,23,2,0
1983,2,23,2,0
1984,2,23,2,0
1985,2,23,2,0
1986,2,23,2,0
1987,2,23,2,0
1988,2,23,2,0
1989,2,23,2,0
1990,2,23,2,0
1991,2,23,2,0
1992,2,23,2,0
1993,2,23,2,0
1994,2,23,2,0
1995,2,23,2,0
1996,2,23,2,0
1997,2,23,2,0
1998,2,23,2,0
1999,2,23,2,0
2000,2,23,2,130.243
2001,2,23,2,137.195
2002,2,23,2,145.952
2003,2,23,2,145.117
2004,2,23,2,195.715
2005,2,23,2,256.316
2006,2,23,2,257.035
2007,2,23,2,265.042
2008,2,23,2,244.115
2009,2,23,2,249.924
2010,2,23,2,229.346
2011,2,23,2,262.628
2012,2,23,2,225.883
2013,2,23,2,216.888
2014,2,23,2,382.553
2015,2,23,2,310.986
2016,2,23,2,891.589
2017,2,23,2,464.406
2018,2,23,2,383.368
2019,2,23,2,150.516
2020,2,23,2,145.721
2021,2,23,2,169.711
2022,2,23,2,83.025
2023,2,23,2,78.505
2024,2,23,2,33.098
1952,2,24,3,0
1953,2,24,3,0
1954,2,24,3,0
1955,2,24,3,0
1956,2,24,3,0
1957,2,24,3,0
1958,2,24,3,0
1959,2,24,3,0
1960,2,24,3,0
1961,2,24,3,0
1962,2,24,3,0
1963,2,24,3,0
1964,2,24,3,0
1965,2,24,3,0
1966,2,24,3,0
1967,2,24,3,0
1968,2,24,3,0
1969,2,24,3,0
1970,2,24,3,0
1971,2,24,3,0
1972,2,24,3,11.7
1973,2,24,3,107.14
1974,2,24,3,22.6
1975,2,24,3,1.3
1976,2,24,3,38.4
1977,2,24,3,97.99
1978,2,24,3,32.74
1979,2,24,3,25.34
1980,2,24,3,32
1981,2,24,3,53.2
1982,2,24,3,166.5
1983,2,24,3,80
1984,2,24,3,16.1
1985,2,24,3,104.9
1986,2,24,3,22.8
1987,2,24,3,0
1988,2,24,3,30.4
1989,2,24,3,0
1990,2,24,3,9
1991,2,24,3,0
1992,2,24,3,0
1993,2,24,3,6
1994,2,24,3,1
1995,2,24,3,69.6
1996,2,24,3,0
1997,2,24,3,32.3
1998,2,24,3,0
1999,2,24,3,24.7
2000,2,24,3,0
2001,2,24,3,0
2002,2,24,3,1
2003,2,24,3,7
2004,2,24,3,11
2005,2,24,3,0
2006,2,24,3,18.911
2007,2,24,3,0
2008,2,24,3,5.5
2009,2,24,3,0
2010,2,24,3,1
2011,2,24,3,11.1
2012,2,24,3,0
2013,2,24,3,0
2014,2,24,3,0
2015,2,24,3,0
2016,2,24,3,0
2017,2,24,3,0
2018,2,24,3,0
2019,2,24,3,0
2020,2,24,3,0
2021,2,24,3,0
2022,2,24,3,0
2023,2,24,3,0
2024,2,24,3,0
1952,2,25,3,0
1953,2,25,3,0
1954,2,25,3,0
1955,2,25,3,0
1956,2,25,3,0
1957,2,25,3,0
1958,2,25,3,0
1959,2,25,3,0
1960,2,25,3,0
1961,2,25,3,0
1962,2,25,3,0
1963,2,25,3,0
1964,2,25,3,0
1965,2,25,3,0
1966,2,25,3,0
1967,2,25,3,0
1968,2,25,3,0
1969,2,25,3,0
1970,2,25,3,0
1971,2,25,3,0
1972,2,25,3,0
1973,2,25,3,1.131
1974,2,25,3,0
1975,2,25,3,10.954
1976,2,25,3,148.01
1977,2,25,3,232.8
1978,2,25,3,104.839
1979,2,25,3,65.129
1980,2,25,3,518.239
1981,2,25,3,2649.65
1982,2,25,3,4472.15
1983,2,25,3,5062.75
1984,2,25,3,3852.32
1985,2,25,3,3685.23
1986,2,25,3,5012.09
1987,2,25,3,7887.99
1988,2,25,3,6352.85
1989,2,25,3,6024.64
1990,2,25,3,10359.1
1991,2,25,3,6227.98
1992,2,25,3,15837.4
1993,2,25,3,8944.1
1994,2,25,3,8695.89
1995,2,25,3,6949.97
1996,2,25,3,6340.28
1997,2,25,3,15708.8
1998,2,25,3,10800.4
1999,2,25,3,20959.3
2000,2,25,3,13111.7
2001,2,25,3,10671.8
2002,2,25,3,14029.3
2003,2,25,3,5025.1
2004,2,25,3,14025.5
2005,2,25,3,13028.4
2006,2,25,3,13574.7
2007,2,25,3,9817.78
2008,2,25,3,12374.2
2009,2,25,3,16973.3
2010,2,25,3,10309.5
2011,2,25,3,19999.8
2012,2,25,3,16090
2013,2,25,3,15003.5
2014,2,25,3,10903.1
2015,2,25,3,11179.2
2016,2,25,3,12184.6
2017,2,25,3,11480
2018,2,25,3,7680.46
2019,2,25,3,6787.62
2020,2,25,3,15420.7
2021,2,25,3,18534
2022,2,25,3,13558.1
2023,2,25,3,4393.11
2024,2,25,3,3438.67
1952,2,26,4,0
1953,2,26,4,0
1954,2,26,4,0
1955,2,26,4,0
1956,2,26,4,0
1957,2,26,4,0
1958,2,26,4,0
1959,2,26,4,0
1960,2,26,4,0
1961,2,26,4,0
1962,2,26,4,0
1963,2,26,4,0
1964,2,26,4,0
1965,2,26,4,0
1966,2,26,4,0
1967,2,26,4,0
1968,2,26,4,0
1969,2,26,4,0
1970,2,26,4,0
1971,2,26,4,0
1972,2,26,4,0
1973,2,26,4,0
1974,2,26,4,0
1975,2,26,4,0
1976,2,26,4,0
1977,2,26,4,0
1978,2,26,4,0
1979,2,26,4,0
1980,2,26,4,0
1981,2,26,4,0
1982,2,26,4,0.641
1983,2,26,4,427.247
1984,2,26,4,0
1985,2,26,4,41.24
1986,2,26,4,27.332
