year,season,fishery,area,catch
1974,4,2,1,3428.67
1975,4,2,1,3623.07
1976,4,2,1,3159.4
1977,4,2,1,4452.85
1978,4,2,1,3214.08
1979,4,2,1,3148.15
1980,4,2,1,2005.16
1981,4,2,1,3014.45
1982,4,2,1,2321.83
1983,4,2,1,2322.08
1984,4,2,1,2336.46
1985,4,2,1,2698.66
1986,4,2,1,2595.45
1987,4,2,1,3821.47
1988,4,2,1,3284.28
1989,4,2,1,3007.31
1990,4,2,1,2079.62
1991,4,2,1,1597.16
1992,4,2,1,1960.71
1993,4,2,1,2109.46
1994,4,2,1,962.579
1995,4,2,1,1723.18
1996,4,2,1,1601
1997,4,2,1,1690.56
1998,4,2,1,1958.62
1999,4,2,1,1122.56
2000,4,2,1,1228.95
2001,4,2,1,1001.98
2002,4,2,1,948.406
2003,4,2,1,2820.78
2004,4,2,1,2399.35
2005,4,2,1,2476.43
2006,4,2,1,2206.14
2007,4,2,1,2119.28
2008,4,2,1,1183.22
2009,4,2,1,637.044
2010,4,2,1,617.616
2011,4,2,1,647.172
2012,4,2,1,1398.49
2013,4,2,1,1224.54
2014,4,2,1,1549.07
2015,4,2,1,1165.64
2016,4,2,1,1057.92
2017,4,2,1,2398.1
2018,4,2,1,1636.4
2019,4,2,1,2823.36
2020,4,2,1,1679.4
2021,4,2,1,2022.19
2022,4,2,1,1239.13
2023,4,2,1,949.178
2024,4,2,1,2103.98
1952,4,3,1,0
1953,4,3,1,0
1954,4,3,1,0
1955,4,3,1,0
1956,4,3,1,0
1957,4,3,1,0
1958,4,3,1,0
1959,4,3,1,0
1960,4,3,1,0
1961,4,3,1,0
1962,4,3,1,0
1963,4,3,1,0
1964,4,3,1,0
1965,4,3,1,0
1966,4,3,1,0
1967,4,3,1,0
1968,4,3,1,0
1969,4,3,1,0
1970,4,3,1,0
1971,4,3,1,0
1972,4,3,1,0
1973,4,3,1,0
1974,4,3,1,0
1975,4,3,1,0
1976,4,3,1,0
1977,4,3,1,0
1978,4,3,1,0
1979,4,3,1,0
1980,4,3,1,0
1981,4,3,1,0
1982,4,3,1,0
1983,4,3,1,0
1984,4,3,1,0
1985,4,3,1,0
1986,4,3,1,0
1987,4,3,1,0
1988,4,3,1,0
1989,4,3,1,0
1990,4,3,1,231.238
1991,4,3,1,699.921
1992,4,3,1,938.129
1993,4,3,1,801.141
1994,4,3,1,1184.98
1995,4,3,1,1238.45
1996,4,3,1,1424.27
1997,4,3,1,1519.97
1998,4,3,1,1645.74
1999,4,3,1,1167.21
2000,4,3,1,818.177
2001,4,3,1,1158.66
2002,4,3,1,2090.38
2003,4,3,1,1312.58
2004,4,3,1,2169.36
2005,4,3,1,1436.22
2006,4,3,1,1791.48
2007,4,3,1,2425.13
2008,4,3,1,1514.49
2009,4,3,1,1223.31
2010,4,3,1,797.903
2011,4,3,1,1349.56
2012,4,3,1,1834.39
2013,4,3,1,1874.36
2014,4,3,1,1878.72
2015,4,3,1,2002.58
2016,4,3,1,2126.48
2017,4,3,1,2237.5
2018,4,3,1,2076.02
2019,4,3,1,2006.37
2020,4,3,1,2258.02
2021,4,3,1,1657.11
2022,4,3,1,1898.21
2023,4,3,1,1750.26
2024,4,3,1,1574.33
1952,4,4,2,827.364
1953,4,4,2,1449.23
1954,4,4,2,532.553
1955,4,4,2,391.995
1956,4,4,2,322.139
1957,4,4,2,574.468
1958,4,4,2,1284.44
1959,4,4,2,830.326
1960,4,4,2,421.483
1961,4,4,2,1015.02
1962,4,4,2,1124.1
1963,4,4,2,1500.9
1964,4,4,2,498.879
1965,4,4,2,1079.57
1966,4,4,2,1701.77
1967,4,4,2,1291.61
1968,4,4,2,864.329
1969,4,4,2,789.195
1970,4,4,2,422.814
1971,4,4,2,431.974
1972,4,4,2,632.084
1973,4,4,2,1299.04
1974,4,4,2,1384.33
1975,4,4,2,1564.63
1976,4,4,2,1438.15
1977,4,4,2,589.959
1978,4,4,2,1489.66
1979,4,4,2,762.874
1980,4,4,2,998.345
1981,4,4,2,290.482
1982,4,4,2,288.748
1983,4,4,2,587.572
1984,4,4,2,417.518
1985,4,4,2,362.162
1986,4,4,2,197.65
1987,4,4,2,260.6
1988,4,4,2,210.293
1989,4,4,2,808.769
1990,4,4,2,626.908
1991,4,4,2,542.426
1992,4,4,2,579.074
1993,4,4,2,311.936
1994,4,4,2,745.098
1995,4,4,2,569.95
1996,4,4,2,501.093
1997,4,4,2,346.913
1998,4,4,2,310.984
1999,4,4,2,365.664
2000,4,4,2,330.55
2001,4,4,2,267.11
2002,4,4,2,106.142
2003,4,4,2,160.953
2004,4,4,2,170.963
2005,4,4,2,337.391
2006,4,4,2,271.675
2007,4,4,2,189.814
2008,4,4,2,414.981
2009,4,4,2,396.691
2010,4,4,2,139.151
2011,4,4,2,265.999
2012,4,4,2,300.586
2013,4,4,2,226.337
2014,4,4,2,166.518
2015,4,4,2,131.732
2016,4,4,2,253.096
2017,4,4,2,300.321
2018,4,4,2,234.478
2019,4,4,2,523.143
2020,4,4,2,274.714
2021,4,4,2,162.834
2022,4,4,2,346.088
2023,4,4,2,161.193
2024,4,4,2,115.404
1952,4,5,2,0
1953,4,5,2,0
1954,4,5,2,0
1955,4,5,2,0
1956,4,5,2,0
1957,4,5,2,0
1958,4,5,2,514.952
1959,4,5,2,432.719
1960,4,5,2,475.749
1961,4,5,2,538.135
1962,4,5,2,568.02
1963,4,5,2,923.88
1964,4,5,2,621.387
1965,4,5,2,425.007
1966,4,5,2,479.41
1967,4,5,2,409.074
1968,4,5,2,855.078
1969,4,5,2,695.803
1970,4,5,2,329.213
1971,4,5,2,443.206
1972,4,5,2,532.726
1973,4,5,2,605.385
1974,4,5,2,585.117
1975,4,5,2,1199.73
1976,4,5,2,574.576
1977,4,5,2,448.376
1978,4,5,2,1157.98
1979,4,5,2,1161.15
1980,4,5,2,699.717
1981,4,5,2,1022.73
1982,4,5,2,781.459
1983,4,5,2,807.535
1984,4,5,2,791.409
1985,4,5,2,1119.5
1986,4,5,2,924.528
1987,4,5,2,1139.26
1988,4,5,2,1245.25
1989,4,5,2,1120.35
1990,4,5,2,1314.05
1991,4,5,2,1521.84
1992,4,5,2,2282.57
1993,4,5,2,1638.17
1994,4,5,2,1579.51
1995,4,5,2,1814.86
1996,4,5,2,2533.49
1997,4,5,2,2577.07
1998,4,5,2,2787.36
1999,4,5,2,4229.61
2000,4,5,2,3524.49
2001,4,5,2,3462.28
2002,4,5,2,2783.59
2003,4,5,2,2744.49
2004,4,5,2,2819.08
2005,4,5,2,2559.51
2006,4,5,2,2939.97
2007,4,5,2,2684.76
2008,4,5,2,3137.83
2009,4,5,2,2821.26
2010,4,5,2,1952.6
2011,4,5,2,2565.85
2012,4,5,2,2820.85
2013,4,5,2,2585.34
2014,4,5,2,3370.62
2015,4,5,2,2239.03
2016,4,5,2,2020.44
2017,4,5,2,1262.38
2018,4,5,2,2752.28
2019,4,5,2,2503.04
2020,4,5,2,1700.72
2021,4,5,2,1616.37
2022,4,5,2,1683.29
2023,4,5,2,478.057
2024,4,5,2,192.459
1952,4,6,3,56.6744
1953,4,6,3,15.6922
1954,4,6,3,16.8374
1955,4,6,3,26.9258
1956,4,6,3,131.888
1957,4,6,3,395.169
1958,4,6,3,65.8377
1959,4,6,3,67.4969
1960,4,6,3,121.37
1961,4,6,3,143.654
1962,4,6,3,71.0213
1963,4,6,3,53.6333
1964,4,6,3,29.2659
1965,4,6,3,13.5033
1966,4,6,3,61.8893
1967,4,6,3,39.3534
1968,4,6,3,40.015
1969,4,6,3,2.70758
1970,4,6,3,10.0308
1971,4,6,3,186.457
1972,4,6,3,62.9617
1973,4,6,3,48.3749
1974,4,6,3,385.967
1975,4,6,3,147.736
1976,4,6,3,77.8635
1977,4,6,3,230.845
1978,4,6,3,336.579
1979,4,6,3,245.775
1980,4,6,3,463.976
1981,4,6,3,273.939
1982,4,6,3,363.584
1983,4,6,3,266.975
1984,4,6,3,211.097
1985,4,6,3,359.074
1986,4,6,3,231.564
1987,4,6,3,2.7621
1988,4,6,3,75.2562
1989,4,6,3,199.857
1990,4,6,3,388.604
1991,4,6,3,198.451
1992,4,6,3,153.475
1993,4,6,3,10.6691
1994,4,6,3,50.2049
1995,4,6,3,72.737
1996,4,6,3,0.824788
1997,4,6,3,216.12
1998,4,6,3,23.1525
1999,4,6,3,53.4414
2000,4,6,3,36.4047
2001,4,6,3,59.8806
2002,4,6,3,91.9316
2003,4,6,3,50.7038
2004,4,6,3,25.2419
2005,4,6,3,44.5843
2006,4,6,3,54.0807
2007,4,6,3,23.9514
2008,4,6,3,52.1972
2009,4,6,3,128.229
2010,4,6,3,203.656
2011,4,6,3,158.311
2012,4,6,3,26.8795
2013,4,6,3,26.2167
2014,4,6,3,6.67195
2015,4,6,3,196.002
2016,4,6,3,94.0857
2017,4,6,3,78.4892
2018,4,6,3,286.996
2019,4,6,3,187.632
2020,4,6,3,82.748
2021,4,6,3,144.164
2022,4,6,3,482.188
2023,4,6,3,160.207
2024,4,6,3,173.497
1952,4,7,3,1897.62
1953,4,7,3,1989.93
1954,4,7,3,153.208
1955,4,7,3,640.977
1956,4,7,3,746.828
1957,4,7,3,4804.74
1958,4,7,3,2984.87
1959,4,7,3,2212.4
1960,4,7,3,2355.09
1961,4,7,3,2187.42
1962,4,7,3,1665.13
1963,4,7,3,3883.33
1964,4,7,3,1067.05
1965,4,7,3,1476.12
1966,4,7,3,1664.31
1967,4,7,3,1034.43
1968,4,7,3,1245.52
1969,4,7,3,1239.72
1970,4,7,3,768.316
1971,4,7,3,1054.05
1972,4,7,3,2566.2
1973,4,7,3,1448.87
1974,4,7,3,3039.88
1975,4,7,3,2315.16
1976,4,7,3,3444.09
1977,4,7,3,4015.04
1978,4,7,3,2474.92
1979,4,7,3,3326.53
1980,4,7,3,2313.34
1981,4,7,3,1618.26
1982,4,7,3,3562.06
1983,4,7,3,1879.04
1984,4,7,3,2344.46
1985,4,7,3,4298.14
1986,4,7,3,2193.22
1987,4,7,3,2950.39
1988,4,7,3,2009.11
1989,4,7,3,4636.23
1990,4,7,3,4299.17
1991,4,7,3,2109.15
1992,4,7,3,2906.9
1993,4,7,3,2406
1994,4,7,3,3265.45
1995,4,7,3,2939.28
1996,4,7,3,2231.76
1997,4,7,3,5234.1
1998,4,7,3,3634.39
1999,4,7,3,2676.21
2000,4,7,3,2500.66
2001,4,7,3,3911.43
2002,4,7,3,5955.24
2003,4,7,3,3317.62
2004,4,7,3,5643.81
2005,4,7,3,3383.82
2006,4,7,3,4124.67
2007,4,7,3,2371.38
2008,4,7,3,2616.59
2009,4,7,3,3156.14
2010,4,7,3,2061.25
2011,4,7,3,3288.03
2012,4,7,3,2396.36
2013,4,7,3,3001.98
2014,4,7,3,2886.43
2015,4,7,3,4559.72
2016,4,7,3,2146.77
2017,4,7,3,1958.92
2018,4,7,3,2144.2
2019,4,7,3,2950.19
2020,4,7,3,1350.55
2021,4,7,3,1063.31
2022,4,7,3,1232.13
2023,4,7,3,2171.45
2024,4,7,3,2810.35
1952,4,8,4,2493.5
1953,4,8,4,715.249
1954,4,8,4,128.945
1955,4,8,4,1059.8
1956,4,8,4,303.534
1957,4,8,4,918.795
1958,4,8,4,737.273
1959,4,8,4,222.752
1960,4,8,4,825.072
1961,4,8,4,1233.86
1962,4,8,4,1836.48
1963,4,8,4,2296.59
1964,4,8,4,758.657
1965,4,8,4,964.413
1966,4,8,4,535.081
1967,4,8,4,808.517
1968,4,8,4,350.907
1969,4,8,4,796.816
1970,4,8,4,361.461
1971,4,8,4,705.868
1972,4,8,4,749.012
1973,4,8,4,169.413
1974,4,8,4,291.519
1975,4,8,4,6513.57
1976,4,8,4,2928.19
1977,4,8,4,2640.7
1978,4,8,4,3163.65
1979,4,8,4,5995.75
1980,4,8,4,2279.71
1981,4,8,4,1574.28
1982,4,8,4,3620.94
1983,4,8,4,2345.15
1984,4,8,4,3505.93
1985,4,8,4,2662.18
1986,4,8,4,2685.81
1987,4,8,4,2749.12
1988,4,8,4,1882.84
1989,4,8,4,2400.85
1990,4,8,4,2051.01
1991,4,8,4,1225.8
1992,4,8,4,1887.38
1993,4,8,4,2475.32
1994,4,8,4,7167.93
1995,4,8,4,2332.52
1996,4,8,4,2290.2
1997,4,8,4,6097.45
1998,4,8,4,4578.08
1999,4,8,4,4734.51
2000,4,8,4,1969.5
2001,4,8,4,1748.17
2002,4,8,4,6885.37
2003,4,8,4,3143.12
2004,4,8,4,9204.8
2005,4,8,4,5647.31
2006,4,8,4,5159.01
2007,4,8,4,4865.66
2008,4,8,4,8287.89
2009,4,8,4,8030.78
2010,4,8,4,4921.87
2011,4,8,4,4651.76
2012,4,8,4,4634.24
2013,4,8,4,4114.94
2014,4,8,4,4995.41
2015,4,8,4,5201.29
2016,4,8,4,5332.75
2017,4,8,4,2257.49
2018,4,8,4,5296.31
2019,4,8,4,2180.61
2020,4,8,4,1722.72
2021,4,8,4,2459.56
2022,4,8,4,2534.42
2023,4,8,4,4443.23
2024,4,8,4,2328.22
1952,4,9,3,0
1953,4,9,3,0
1954,4,9,3,0
1955,4,9,3,0
1956,4,9,3,0
1957,4,9,3,0
1958,4,9,3,0
1959,4,9,3,0
1960,4,9,3,0
1961,4,9,3,0
1962,4,9,3,0
1963,4,9,3,0
1964,4,9,3,0
1965,4,9,3,0
1966,4,9,3,0
1967,4,9,3,0
1968,4,9,3,0
1969,4,9,3,0
1970,4,9,3,0
1971,4,9,3,0
1972,4,9,3,0
1973,4,9,3,0
1974,4,9,3,0
1975,4,9,3,0
1976,4,9,3,0
1977,4,9,3,0
1978,4,9,3,0
1979,4,9,3,0
1980,4,9,3,0
1981,4,9,3,0
1982,4,9,3,0
1983,4,9,3,0
1984,4,9,3,0
1985,4,9,3,7.02932
1986,4,9,3,0.236431
1987,4,9,3,0.731206
1988,4,9,3,23.5351
1989,4,9,3,101.17
1990,4,9,3,149.129
1991,4,9,3,196.093
1992,4,9,3,415.692
1993,4,9,3,893.054
1994,4,9,3,3368.02
1995,4,9,3,1969.22
1996,4,9,3,1673.47
1997,4,9,3,1699.82
1998,4,9,3,1006.08
1999,4,9,3,1418.91
2000,4,9,3,993.722
2001,4,9,3,906.912
2002,4,9,3,1927.88
2003,4,9,3,1330.9
2004,4,9,3,1073.02
2005,4,9,3,559.196
2006,4,9,3,1675.4
2007,4,9,3,1374.36
2008,4,9,3,1283.54
2009,4,9,3,1755.35
2010,4,9,3,1025.28
2011,4,9,3,2497.89
2012,4,9,3,1534.68
2013,4,9,3,1220.63
2014,4,9,3,2998.45
2015,4,9,3,1995.62
2016,4,9,3,2429.44
2017,4,9,3,2317.76
2018,4,9,3,2451.96
2019,4,9,3,1895.51
2020,4,9,3,986.283
2021,4,9,3,1260.26
2022,4,9,3,1525.3
2023,4,9,3,1597.86
2024,4,9,3,3150
1952,4,10,5,11.0602
1953,4,10,5,39.8116
1954,4,10,5,749.552
1955,4,10,5,594.145
1956,4,10,5,1255.84
1957,4,10,5,648.929
1958,4,10,5,1105.16
1959,4,10,5,805.001
1960,4,10,5,600.075
1961,4,10,5,623.76
1962,4,10,5,364.591
1963,4,10,5,1127.25
1964,4,10,5,639.235
1965,4,10,5,969.746
1966,4,10,5,1517.25
1967,4,10,5,758.763
1968,4,10,5,317.265
1969,4,10,5,638.849
1970,4,10,5,1277.1
1971,4,10,5,581.55
1972,4,10,5,491.145
1973,4,10,5,982.88
1974,4,10,5,452.162
1975,4,10,5,688.118
1976,4,10,5,1353.68
1977,4,10,5,611.071
1978,4,10,5,802.283
1979,4,10,5,884.889
1980,4,10,5,1027.34
1981,4,10,5,675.937
1982,4,10,5,296.881
1983,4,10,5,753.708
1984,4,10,5,310.212
1985,4,10,5,374.858
1986,4,10,5,232.648
1987,4,10,5,228.89
1988,4,10,5,272.91
1989,4,10,5,100.858
1990,4,10,5,445.596
1991,4,10,5,567.885
1992,4,10,5,272.922
1993,4,10,5,122.092
1994,4,10,5,302.15
1995,4,10,5,696.631
1996,4,10,5,376.256
1997,4,10,5,673.403
1998,4,10,5,533.835
1999,4,10,5,571.102
2000,4,10,5,778.983
2001,4,10,5,933.489
2002,4,10,5,1062.55
2003,4,10,5,1234.58
2004,4,10,5,1194.56
2005,4,10,5,825.695
2006,4,10,5,1500.09
2007,4,10,5,1326.14
2008,4,10,5,1105.32
2009,4,10,5,1878.39
2010,4,10,5,1286.71
2011,4,10,5,1926.76
2012,4,10,5,1333.14
2013,4,10,5,609.175
2014,4,10,5,1077.19
2015,4,10,5,1146.23
2016,4,10,5,1005.46
2017,4,10,5,1038.42
2018,4,10,5,790.347
2019,4,10,5,1028.48
2020,4,10,5,734.928
2021,4,10,5,661.494
2022,4,10,5,1352.56
2023,4,10,5,1203.81
2024,4,10,5,993.933
1952,4,11,5,0
1953,4,11,5,0
1954,4,11,5,0
1955,4,11,5,0
1956,4,11,5,0
1957,4,11,5,0
1958,4,11,5,0
1959,4,11,5,0
1960,4,11,5,0
1961,4,11,5,0
1962,4,11,5,0
1963,4,11,5,0
1964,4,11,5,0
1965,4,11,5,0
1966,4,11,5,0
1967,4,11,5,0
1968,4,11,5,0
1969,4,11,5,0
1970,4,11,5,0
1971,4,11,5,0
1972,4,11,5,0
1973,4,11,5,0
1974,4,11,5,0
1975,4,11,5,0
1976,4,11,5,0
1977,4,11,5,0
1978,4,11,5,0
1979,4,11,5,0
1980,4,11,5,0
1981,4,11,5,0
1982,4,11,5,0
1983,4,11,5,0
1984,4,11,5,0
1985,4,11,5,0
1986,4,11,5,0.685858
1987,4,11,5,6.97395
1988,4,11,5,4.21675
1989,4,11,5,1.8111
1990,4,11,5,3.24962
1991,4,11,5,9.2085
1992,4,11,5,14.1459
1993,4,11,5,5.89197
1994,4,11,5,40.0833
1995,4,11,5,61.7816
1996,4,11,5,63.4038
1997,4,11,5,286.319
1998,4,11,5,228.505
1999,4,11,5,116.001
2000,4,11,5,165.702
2001,4,11,5,242.913
2002,4,11,5,195.646
2003,4,11,5,168.695
2004,4,11,5,137.867
2005,4,11,5,106.817
2006,4,11,5,88.9704
2007,4,11,5,193.538
2008,4,11,5,97.7624
2009,4,11,5,61.2935
2010,4,11,5,49.2185
2011,4,11,5,63.4103
2012,4,11,5,49.4799
2013,4,11,5,30.3056
2014,4,11,5,54.0535
2015,4,11,5,72.3196
2016,4,11,5,47.365
2017,4,11,5,57.1664
2018,4,11,5,34.0995
2019,4,11,5,52.6107
2020,4,11,5,35.2877
2021,4,11,5,62.7332
2022,4,11,5,51.7234
2023,4,11,5,29.3197
2024,4,11,5,42.2821
1952,4,12,1,259.758
1953,4,12,1,154.749
1954,4,12,1,89.988
1955,4,12,1,71.229
1956,4,12,1,226.98
1957,4,12,1,12.291
1958,4,12,1,12.003
1959,4,12,1,8.985
1960,4,12,1,14.52
1961,4,12,1,15.741
1962,4,12,1,43.197
1963,4,12,1,1.509
1964,4,12,1,57.717
1965,4,12,1,50.241
1966,4,12,1,2.229
1967,4,12,1,15.021
1968,4,12,1,45.783
1969,4,12,1,12.003
1970,4,12,1,21.276
1971,4,12,1,7.476
1972,4,12,1,0
1973,4,12,1,1.008
1974,4,12,1,6.255
1975,4,12,1,1.221
1976,4,12,1,4.527
1977,4,12,1,2.517
1978,4,12,1,4.239
1979,4,12,1,11.715
1980,4,12,1,0
1981,4,12,1,0
1982,4,12,1,4.746
1983,4,12,1,3.69
1984,4,12,1,6.756
1985,4,12,1,17.751
1986,4,12,1,24.185
1987,4,12,1,24.485
1988,4,12,1,14.388
1989,4,12,1,42.264
1990,4,12,1,14.407
1991,4,12,1,10.076
1992,4,12,1,9.199
1993,4,12,1,7.257
1994,4,12,1,64.32
1995,4,12,1,28.915
1996,4,12,1,1.032
1997,4,12,1,0.501
1998,4,12,1,42.444
1999,4,12,1,38.82
2000,4,12,1,98.415
2001,4,12,1,2.305
2002,4,12,1,48.763
2003,4,12,1,239.424
2004,4,12,1,2.993
2005,4,12,1,47.284
2006,4,12,1,13.563
2007,4,12,1,3.018
2008,4,12,1,1.008
2009,4,12,1,12.069
2010,4,12,1,33.78
2011,4,12,1,38.788
2012,4,12,1,0
2013,4,12,1,0
2014,4,12,1,0
2015,4,12,1,0
2016,4,12,1,0.501
2017,4,12,1,6.267
2018,4,12,1,3.1
2019,4,12,1,0
2020,4,12,1,64.891
2021,4,12,1,0.574
2022,4,12,1,9.071
2023,4,12,1,1103.53
2024,4,12,1,0
1952,4,13,1,1.435
1953,4,13,1,1.64
1954,4,13,1,1.435
1955,4,13,1,2.732
1956,4,13,1,3.007
1957,4,13,1,3.554
1958,4,13,1,2.871
1959,4,13,1,1.162
1960,4,13,1,21.733
1961,4,13,1,26.081
1962,4,13,1,11.59
1963,4,13,1,26.081
1964,4,13,1,16.56
1965,4,13,1,18.168
1966,4,13,1,16.054
1967,4,13,1,40.609
1968,4,13,1,32.92
1969,4,13,1,442.977
1970,4,13,1,420.293
1971,4,13,1,246.25
1972,4,13,1,59.856
1973,4,13,1,33.655
1974,4,13,1,25.447
1975,4,13,1,39.59
1976,4,13,1,21.884
1977,4,13,1,39.539
1978,4,13,1,41.258
1979,4,13,1,61.654
1980,4,13,1,20.951
1981,4,13,1,27.84
1982,4,13,1,38.255
1983,4,13,1,178.523
1984,4,13,1,246.67
1985,4,13,1,161.78
1986,4,13,1,210.224
1987,4,13,1,276.379
1988,4,13,1,308.76
1989,4,13,1,239.692
1990,4,13,1,139.894
1991,4,13,1,63.256
1992,4,13,1,89.916
1993,4,13,1,124.264
1994,4,13,1,158.996
1995,4,13,1,156.243
1996,4,13,1,193.282
1997,4,13,1,103.313
1998,4,13,1,203.327
1999,4,13,1,114.031
2000,4,13,1,125.087
2001,4,13,1,91.84
2002,4,13,1,84.577
2003,4,13,1,46.139
2004,4,13,1,44.421
2005,4,13,1,41.171
2006,4,13,1,116.816
2007,4,13,1,76.839
2008,4,13,1,61.337
2009,4,13,1,59.713
2010,4,13,1,77.418
2011,4,13,1,85.617
2012,4,13,1,73.772
2013,4,13,1,36.272
2014,4,13,1,52.819
2015,4,13,1,89.895
2016,4,13,1,45.784
2017,4,13,1,109.578
2018,4,13,1,65.582
2019,4,13,1,38.424
2020,4,13,1,52.796
2021,4,13,1,76.132
2022,4,13,1,77.432
2023,4,13,1,129.736
2024,4,13,1,87.436
1952,4,14,2,0
1953,4,14,2,0
1954,4,14,2,0
1955,4,14,2,0
1956,4,14,2,0
1957,4,14,2,0
1958,4,14,2,0
1959,4,14,2,0
1960,4,14,2,0
1961,4,14,2,0
1962,4,14,2,0
1963,4,14,2,0
1964,4,14,2,0
1965,4,14,2,0
1966,4,14,2,0
1967,4,14,2,0
1968,4,14,2,0
1969,4,14,2,0
1970,4,14,2,0
1971,4,14,2,0
1972,4,14,2,0
1973,4,14,2,0
1974,4,14,2,0
1975,4,14,2,0
1976,4,14,2,0
1977,4,14,2,0
1978,4,14,2,0
1979,4,14,2,0
1980,4,14,2,0
1981,4,14,2,0
1982,4,14,2,0
1983,4,14,2,0
1984,4,14,2,21.999
1985,4,14,2,24
1986,4,14,2,24.999
1987,4,14,2,28.251
1988,4,14,2,33.501
1989,4,14,2,36.501
1990,4,14,2,41.751
1991,4,14,2,42.75
1992,4,14,2,48.999
1993,4,14,2,45
1994,4,14,2,50.001
1995,4,14,2,53.25
1996,4,14,2,82.5
1997,4,14,2,61.5
1998,4,14,2,81
1999,4,14,2,77.001
2000,4,14,2,81.999
2001,4,14,2,75.249
2002,4,14,2,72.501
2003,4,14,2,74.001
2004,4,14,2,97.251
2005,4,14,2,20.751
2006,4,14,2,21.501
2007,4,14,2,18.501
2008,4,14,2,26.499
2009,4,14,2,38.751
2010,4,14,2,54.501
2011,4,14,2,111
2012,4,14,2,307.749
2013,4,14,2,117.75
2014,4,14,2,519.75
2015,4,14,2,705.999
2016,4,14,2,471.501
2017,4,14,2,115.749
2018,4,14,2,158.499
2019,4,14,2,171
2020,4,14,2,189
2021,4,14,2,234
2022,4,14,2,210
2023,4,14,2,210
2024,4,14,2,3630
1952,4,15,2,0
1953,4,15,2,0
1954,4,15,2,0
1955,4,15,2,0
1956,4,15,2,0
1957,4,15,2,0
1958,4,15,2,0
1959,4,15,2,0
1960,4,15,2,0
1961,4,15,2,0
1962,4,15,2,0
1963,4,15,2,0
1964,4,15,2,0
1965,4,15,2,0
1966,4,15,2,0
1967,4,15,2,0
1968,4,15,2,0
1969,4,15,2,0
1970,4,15,2,29.754
1971,4,15,2,33.249
1972,4,15,2,34.5
1973,4,15,2,41.256
1974,4,15,2,47.754
1975,4,15,2,48.756
1976,4,15,2,41.256
1977,4,15,2,58.254
1978,4,15,2,35.256
1979,4,15,2,45.249
1980,4,15,2,41.256
1981,4,15,2,45.498
1982,4,15,2,42
1983,4,15,2,45.756
1984,4,15,2,43.749
1985,4,15,2,50.256
1986,4,15,2,51
1987,4,15,2,37.254
1988,4,15,2,45.249
1989,4,15,2,49.254
1990,4,15,2,69.498
1991,4,15,2,82.002
1992,4,15,2,34.254
1993,4,15,2,37.254
1994,4,15,2,67.749
1995,4,15,2,78.498
1996,4,15,2,78.498
1997,4,15,2,132.756
1998,4,15,2,100.254
1999,4,15,2,43.749
2000,4,15,2,127.5
2001,4,15,2,87.249
2002,4,15,2,84
2003,4,15,2,118.002
2004,4,15,2,65.754
2005,4,15,2,167.502
2006,4,15,2,138.756
2007,4,15,2,130.254
2008,4,15,2,159.249
2009,4,15,2,82.5
2010,4,15,2,70.998
2011,4,15,2,56.256
2012,4,15,2,127.002
2013,4,15,2,191.754
2014,4,15,2,178.254
2015,4,15,2,185.754
2016,4,15,2,212.502
2017,4,15,2,323.502
2018,4,15,2,117
2019,4,15,2,243.756
2020,4,15,2,261
2021,4,15,2,141
2022,4,15,2,156
2023,4,15,2,186
2024,4,15,2,600
1952,4,16,2,0
1953,4,16,2,0
1954,4,16,2,0
1955,4,16,2,0
1956,4,16,2,0
1957,4,16,2,0
1958,4,16,2,0
1959,4,16,2,0
1960,4,16,2,0
1961,4,16,2,0
1962,4,16,2,0
1963,4,16,2,0
1964,4,16,2,0
1965,4,16,2,0
1966,4,16,2,0
1967,4,16,2,0
1968,4,16,2,0
1969,4,16,2,0
1970,4,16,2,0
1971,4,16,2,0
1972,4,16,2,17.1
1973,4,16,2,0
1974,4,16,2,1.3
1975,4,16,2,8.7
1976,4,16,2,18.029
1977,4,16,2,22.702
1978,4,16,2,31.713
1979,4,16,2,49.796
1980,4,16,2,218.252
1981,4,16,2,254.699
1982,4,16,2,290.437
1983,4,16,2,305.127
1984,4,16,2,331.03
1985,4,16,2,368.138
1986,4,16,2,374.038
1987,4,16,2,436.707
1988,4,16,2,502.385
1989,4,16,2,547.05
1990,4,16,2,627.519
1991,4,16,2,641.769
1992,4,16,2,737.994
1993,4,16,2,676.46
1994,4,16,2,749.718
1995,4,16,2,799.592
1996,4,16,2,1240.88
1997,4,16,2,922.74
1998,4,16,2,1218.22
1999,4,16,2,1156.32
2000,4,16,2,1230.27
2001,4,16,2,1132.04
2002,4,16,2,1088.06
2003,4,16,2,1110.76
2004,4,16,2,1461.26
2005,4,16,2,1379.29
2006,4,16,2,1490.21
2007,4,16,2,1320.49
2008,4,16,2,1902.47
2009,4,16,2,1581.96
2010,4,16,2,1161.31
2011,4,16,2,827.037
2012,4,16,2,454.278
2013,4,16,2,646.44
2014,4,16,2,513.207
2015,4,16,2,1226.56
2016,4,16,2,729.774
2017,4,16,2,204.723
2018,4,16,2,682.737
2019,4,16,2,240.705
2020,4,16,2,163.785
2021,4,16,2,136.467
2022,4,16,2,160.236
2023,4,16,2,215.53
2024,4,16,2,216.641
1952,4,17,2,0
1953,4,17,2,0
1954,4,17,2,0
1955,4,17,2,0
1956,4,17,2,0
1957,4,17,2,0
